"index","data"
1366463464.60838,0.0702332859347436
1366463479.19542,0.0702332859396746
1366463591.60848,0.0702332859347436
1366463594.64759,0.457161095451994
1366463594.0185,0.0858138713577632
1366463605.69587,0.0702332897068668
1366463626.64692,0.0702332859347437
1366463639.64513,0.0702332860203327
1366463653.53326,0.0702332859520484
1366463659.31637,0.0702696888405663
1366463752.49148,0.0702332859347436
1366463909.82525,0.0702332859347436
1366463932.75044,0.0702332859347436
1366463950.96822,0.804878901369219
1366463950.10504,0.0702332859347778
1366463950.47086,0.68304679613072
1366463967.31121,0.0702332859350848
1366463989.88988,0.0702332859347436
1366464014.32079,0.0702332859347436
1366464015.03636,0.397182034539681
1366464015.52643,0.696021902435271
1366464016.56386,0.350701630262955
1366464016.65592,1.31001539440959
1366464044.61571,0.0702332859347436
1366464044.94746,0.721729969209427
1366464045.913,1.68312863152607
1366464045.0281,2.7861942052896
1366464045.00268,1.7308297305737
1366464045.70767,1.22026527656912
1366464046.74938,2.46081392955874
1366464046.81648,3.23737463733594
1366464046.62446,1.87991993483693
1366464046.05084,2.25231198601392
1366464046.25524,2.4007144616529
1366464047.36905,4.24056842748013
1366464047.27817,3.79778508597339
1366464047.44996,4.69872791520671
1366464047.12495,2.56930934974529
1366464047.14573,3.61672786882753
1366464048.50349,0.945909120816073
1366464048.80173,2.2257795194381
1366464048.68064,1.56726962416657
1366464070.36773,0.0702332859347437
1366464154.68209,0.0702332859347436
1366464159.62456,1.20330490603321
1366464159.26609,1.04526159225291
1366464159.15863,0.0706138557249008
1366464160.37554,4.28655087127773
1366464160.08913,1.07528279103048
1366464160.17709,1.93789531946248
1366464160.23756,2.80618700547994
1366464160.36409,3.19184454195482
1366464207.55216,0.0702332859347436
1366464212.41263,0.0704242344220682
1366464212.79327,0.66704843789353
1366464255.7079,0.0702332859347436
1366464256.25603,0.511908777952778
1366464256.431,1.2562059337492
1366464264.45674,0.0702345840051362
1366464302.86932,0.0702332859347436
1366464464.19086,7.81580339821006
1366464464.00853,0.0702332859347436
1366464464.06061,3.40314156924914
1366464464.49149,7.27543906941842
1366464464.03864,2.35506276158426
1366464464.10955,5.38654161322782
1366464464.88497,5.7882256954145
1366464464.12225,6.42217193843886
1366464464.57518,7.28699909513352
1366464464.4382,6.81702979870082
1366464464.10901,4.20943044164821
1366464464.35689,6.69576764378114
1366464464.73522,6.37077992376479
1366464464.14303,7.3284569103211
1366464464.03035,1.20705996608576
1366464465.3979,3.78542707545553
1366464465.28723,3.42026203052844
1366464492.16826,0.0702332859347436
1366464494.94868,0.0782432320951552
1366464567.57457,0.0702332859347436
1366464576.58948,0.0702333955613644
1366464577.6091,5.45301571649547
1366464577.64556,7.3575149907697
1366464577.68674,7.93577433330052
1366464577.15844,3.64648983119209
1366464577.05755,0.580216528963907
1366464577.57066,4.65563226246245
1366464577.93571,6.83716973334232
1366464577.95719,7.7185545551922
1366464577.62448,6.4563660748335
1366464577.49132,4.17567010021213
1366464577.83224,7.03710493249108
1366464577.11327,2.76650078299294
1366464577.19041,4.56321184579159
1366464577.27387,4.95531567668746
1366464577.97345,8.64657273275142
1366464577.10517,1.62374566742828
1366464578.6735,4.07565019737993
1366464578.74697,4.6165569873092
1366464578.99806,3.71912310339408
1366464578.26915,5.80747155493756
1366464578.34782,6.07789271398993
1366464669.46472,1.16384875899144
1366464669.42133,0.0702332859347436
1366464679.34584,0.982129806761826
1366464679.20129,0.0702333436597413
1366464693.64763,0.0702332859493234
1366464697.74337,0.0709875226130946
1366464703.87109,0.397412172920593
1366464703.15588,0.070304167742335
1366464711.46298,0.0702350895949329
1366464711.53351,1.11181557367292
1366464711.61915,1.97697519483335
1366464720.44235,0.0702336901171631
1366464725.25561,0.0704411345026487
1366464742.18198,0.0702332859348174
1366464742.18825,1.23924253196877
1366464742.78611,2.5261301322418
1366464742.77238,1.40518488208242
1366464742.30601,1.97321858635883
1366464743.49555,6.03346058400831
1366464743.46077,4.01815324096964
1366464743.78313,6.16405723539657
1366464743.84907,8.7494695764584
1366464743.88195,9.36622056358633
1366464743.94184,9.47968422525095
1366464743.81195,6.97926378705326
1366464743.8139,8.13325065230291
1366464743.09451,3.26183489717472
1366464743.47713,5.05183333702983
1366464743.98353,9.89783394303557
1366464743.60083,5.98448780978297
1366464743.28576,4.29428138526124
1366464743.05481,2.31544935730194
1366464743.98732,11.0053916634281
1366464743.25657,3.33935759724803
1366464743.67813,6.2467972818572
1366464744.70892,3.38510537255115
1366464763.18306,0.070233285934761
1366464781.915,0.0702332859347465
1366464806.68662,1.18446194042824
1366464806.9227,1.57301455433755
1366464806.65363,0.0702332859347436
1366464809.3877,0.102291059529795
1366464816.26085,0.0702385628600062
1366464818.37624,0.0966842783676274
1366464823.01442,0.0705243179615835
1366464893.89583,1.27394531086785
1366464893.04789,0.0702332859347436
1366464893.77169,0.392381891621031
1366464894.9233,0.447030000057662
1366464897.84415,0.078440944952773
1366464900.65298,0.0778975481269515
1366464900.97681,1.5679875840518
1366464900.78164,1.01461557897265
1366464901.80762,0.957118611611403
1366464901.88486,1.87133412144626
1366464901.0143,2.57572827101098
1366464902.44642,1.15819724294207
1366464902.64025,1.67295253413354
1366464902.65442,2.78519842538751
1366464903.02073,2.08856529749623
1366464903.17164,3.47759325609314
1366464903.23261,4.18375900119826
1366464903.05961,3.05489522876254
1366464906.96111,0.0767677900130534
1366464909.65554,0.0796328043956458
1366464916.27638,0.0702414337474571
1366464918.47553,1.16665152946544
1366464918.42189,0.095291110162123
1366464919.77083,1.41987851645535
1366464919.74429,0.303515379597084
1366464920.03449,1.6469865270814
1366464920.35067,1.6337052081089
1366464920.71343,1.50131637788152
1366464921.19692,1.16672398452342
1366464921.67671,1.57069952705828
1366464921.23835,2.18555788045959
1366464922.06597,1.40344253117839
1366464922.10144,2.43043558353345
1366464922.65235,1.38705724845727
1366464923.45326,2.46280916634059
1366464923.33462,1.8488246848598
1366464923.26586,0.900402563278963
1366464931.65602,0.0702347116469302
1366464934.56588,0.0765814423241529
1366464938.0596,0.0724693740960283
1366464939.30989,1.0047217621574
1366464939.09877,0.253398552046948
1366464939.38961,1.90457015942415
1366464940.84771,3.0037186411299
1366464940.69926,2.71790008335922
1366464940.6103,1.99439199091107
1366464940.48055,1.31717160641616
1366464940.27815,0.681653931577809
1366464941.21717,2.18966411131192
1366464941.67915,1.51012820591396
1366464943.66759,0.14392472165674
1366464947.97559,1.17086182400246
1366464947.25072,0.0722455029260208
1366464947.74304,0.559312709638575
1366464950.0372,0.126488328491521
1366464953.37455,0.073318901193847
1366464954.86902,0.641118420476978
1366464954.37867,0.265443038932069
1366464955.69407,0.468495001002831
1366464956.00097,0.980948627034714
1366464958.02772,0.125141760874234
1366464970.20466,0.0702332863263377
1366464971.05146,0.328518306097354
1366464971.12911,1.32323088771407
1366464982.70861,0.0702332881891286
1366464982.85326,0.981969265128535
1366464986.45034,0.073505133986181
1366464986.94845,0.554764440546753
1366465005.40432,0.0702332859347503
1366465005.92113,0.537471694766685
1366465010.01884,0.0712818789691535
1366465010.9163,0.306262884345981
1366465017.48644,2.18687256632968
1366465017.58888,2.81467138885847
1366465017.39542,1.38059228462396
1366465017.08054,1.19491677166495
1366465017.05273,0.0702564357778932
1366465023.64278,0.977828835728652
1366465023.49555,0.0703301266148796
1366465025.8815,0.107698758303863
1366465042.25953,0.0702332859349475
1366465044.98764,1.13066367621639
1366465044.92245,0.0801252951448893
1366465071.91858,0.0702332859347436
1366465100.1166,0.0702332859347436
1366465100.67308,0.505330705182052
1366465141.13944,0.0702332859347436
1366465144.1889,1.09030403446399
1366465144.10405,0.0759868167437341
1366465167.21552,0.0702332859347436
1366465182.28484,0.070233285936817
1366465212.3316,0.0702332859347436
1366465221.12463,0.0702334492424891
1366465221.76119,0.447040909576533
1366465243.20025,0.0702332859347437
1366465243.89722,0.408293736440657
1366465248.10342,0.0710286206719588
1366465249.14502,0.252381613878312
1366465324.37157,0.0702332859347436
1366465332.43196,0.0702338948590617
1366465340.13472,0.0702344435222509
1366465395.45091,5.75546184020299
1366465395.2451,1.0233050409878
1366465395.97996,3.24979552165305
1366465395.33492,1.88740653224261
1366465395.4213,4.88381085379002
1366465395.52753,6.05466896329835
1366465395.12513,0.0702332859347436
1366465395.37867,2.84295212529838
1366465395.40594,3.83616384418927
1366465396.83519,8.25406673187114
1366465396.39502,5.59360874629976
1366465396.75253,7.10769423312711
1366465396.23882,3.68156159222799
1366465396.5812,7.08692065930625
1366465396.06902,3.78719347794836
1366465396.24367,4.82223934386623
1366465396.57265,6.01324203448148
1366465396.5167,5.45931131998476
1366465396.93942,7.83719023095158
1366465396.66514,7.1216250744253
1366465396.30281,5.40634403220411
1366465396.79421,7.69703461491887
1366465397.60867,6.48073160670026
1366465397.25001,8.3887178359424
1366465397.13367,6.3833778909108
1366465397.85227,5.81024920918236
1366465397.24188,7.32873374998582
1366465397.38667,8.43952569928005
1366465397.25709,9.45091803988922
1366465397.90432,6.37462587928818
1366465397.66083,6.98391301279008
1366465397.19523,6.78091735789136
1366465397.94534,7.0250915779106
1366465398.06433,6.64148312066224
1366465398.25679,8.54966501642858
1366465398.74218,6.2907396071084
1366465398.93281,7.0975878007713
1366465398.15931,7.73095674332088
1366465398.49684,7.21844162481443
1366465398.56448,7.44758016799159
1366465398.78426,8.06447052460658
1366465398.7593,7.24876302721712
1366465398.13086,6.95030435921848
1366465398.19444,8.37233608400619
1366465398.32655,8.59401385318883
1366465399.6266,3.67030109538198
1366465399.42268,4.08073370901006
1366465399.69184,4.32373595197255
1366465399.04985,6.72318417285283
1366465400.96827,4.61248774755346
1366465400.63599,5.7175997420822
1366465400.59164,5.00369565765557
1366465400.49739,4.73153532860202
1366465400.73841,5.75220599145413
1366465400.388,3.28285526822727
1366465400.04292,2.96339180081485
1366465400.98439,5.63133524824487
1366465400.43155,4.13441358284794
1366465400.30582,2.61164438503331
1366465401.0932,5.61636072387827
1366465401.15522,6.08928461650193
