0,1366463464.594167
1,1366463464.6083844
2,1366463479.1954198
3,1366463591.6084793
4,1366463594.6475916
5,1366463594.0185025
6,1366463605.695866
7,1366463626.6469162
8,1366463639.64513
9,1366463653.5332623
10,1366463659.316374
11,1366463752.4914823
12,1366463909.8252475
13,1366463932.750444
14,1366463950.9682233
15,1366463950.1050432
16,1366463950.4708629
17,1366463967.311213
18,1366463989.8898761
19,1366464014.3207886
20,1366464015.036356
21,1366464015.5264325
22,1366464016.5638592
23,1366464016.655921
24,1366464044.6157131
25,1366464044.9474566
26,1366464045.9129963
27,1366464045.0280988
28,1366464045.002677
29,1366464045.7076743
30,1366464046.7493777
31,1366464046.816478
32,1366464046.624461
33,1366464046.0508406
34,1366464046.255236
35,1366464047.369047
36,1366464047.2781718
37,1366464047.449963
38,1366464047.124953
39,1366464047.1457276
40,1366464048.503492
41,1366464048.801731
42,1366464048.680643
43,1366464070.3677275
44,1366464154.6820903
45,1366464159.6245623
46,1366464159.2660937
47,1366464159.1586273
48,1366464160.3755364
49,1366464160.0891347
50,1366464160.1770856
51,1366464160.2375638
52,1366464160.364094
53,1366464207.5521631
54,1366464212.4126337
55,1366464212.7932696
56,1366464255.707901
57,1366464256.25603
58,1366464256.4309955
59,1366464264.4567437
60,1366464302.8693204
61,1366464464.1908598
62,1366464464.0085309
63,1366464464.060609
64,1366464464.4914916
65,1366464464.0386353
66,1366464464.1095488
67,1366464464.8849654
68,1366464464.1222541
69,1366464464.5751808
70,1366464464.4381986
71,1366464464.1090093
72,1366464464.3568902
73,1366464464.7352195
74,1366464464.143029
75,1366464464.030349
76,1366464465.3978972
77,1366464465.2872276
78,1366464492.168263
79,1366464494.9486785
80,1366464567.5745716
81,1366464576.589478
82,1366464577.6091018
83,1366464577.6455553
84,1366464577.6867428
85,1366464577.158442
86,1366464577.057553
87,1366464577.5706553
88,1366464577.9357078
89,1366464577.9571881
90,1366464577.6244838
91,1366464577.4913225
92,1366464577.8322384
93,1366464577.1132715
94,1366464577.1904082
95,1366464577.2738721
96,1366464577.9734516
97,1366464577.1051729
98,1366464578.6735032
99,1366464578.7469692
100,1366464578.9980645
101,1366464578.2691522
102,1366464578.3478181
103,1366464669.4647238
104,1366464669.4213328
105,1366464679.34584
106,1366464679.2012875
107,1366464693.6476343
108,1366464697.7433715
109,1366464703.8710852
110,1366464703.1558762
111,1366464711.4629767
112,1366464711.5335064
113,1366464711.6191502
114,1366464720.442348
115,1366464725.2556076
116,1366464742.1819766
117,1366464742.188254
118,1366464742.786108
119,1366464742.7723787
120,1366464742.306014
121,1366464743.4955547
122,1366464743.4607706
123,1366464743.7831345
124,1366464743.8490725
125,1366464743.8819485
126,1366464743.9418418
127,1366464743.8119514
128,1366464743.8139005
129,1366464743.094506
130,1366464743.4771323
131,1366464743.9835258
132,1366464743.6008348
133,1366464743.2857575
134,1366464743.054812
135,1366464743.9873161
136,1366464743.2565742
137,1366464743.6781278
138,1366464744.7089183
139,1366464763.183064
140,1366464781.9150012
141,1366464806.6866243
142,1366464806.9227
143,1366464806.6536286
144,1366464809.3876975
145,1366464816.2608511
146,1366464818.376236
147,1366464823.0144165
148,1366464893.8958328
149,1366464893.047892
150,1366464893.7716932
151,1366464894.9233017
152,1366464897.8441536
153,1366464900.6529796
154,1366464900.9768088
155,1366464900.7816424
156,1366464901.8076189
157,1366464901.884855
158,1366464901.0142956
159,1366464902.446418
160,1366464902.6402478
161,1366464902.6544232
162,1366464903.0207257
163,1366464903.1716416
164,1366464903.2326097
165,1366464903.0596116
166,1366464906.9611142
167,1366464909.6555412
168,1366464916.2763777
169,1366464918.475527
170,1366464918.4218853
171,1366464919.770834
172,1366464919.7442935
173,1366464920.0344884
174,1366464920.3506725
175,1366464920.7134252
176,1366464921.1969247
177,1366464921.6767056
178,1366464921.238355
179,1366464922.0659728
180,1366464922.1014423
181,1366464922.6523483
182,1366464923.4532568
183,1366464923.3346205
184,1366464923.2658553
185,1366464931.656024
186,1366464934.5658827
187,1366464938.0595977
188,1366464939.3098876
189,1366464939.0987742
190,1366464939.389607
191,1366464940.847707
192,1366464940.699261
193,1366464940.6103046
194,1366464940.480553
195,1366464940.2781487
196,1366464941.217171
197,1366464941.6791534
198,1366464943.6675942
199,1366464947.975594
200,1366464947.250715
201,1366464947.743036
202,1366464950.0372047
203,1366464953.374548
204,1366464954.869018
205,1366464954.37867
206,1366464955.694074
207,1366464956.0009708
208,1366464958.0277176
209,1366464970.2046554
210,1366464971.051458
211,1366464971.1291096
212,1366464982.7086124
213,1366464982.853263
214,1366464986.450335
215,1366464986.9484491
216,1366465005.404321
217,1366465005.921128
218,1366465010.018838
219,1366465010.9162958
220,1366465017.4864442
221,1366465017.588884
222,1366465017.3954208
223,1366465017.0805402
224,1366465017.0527327
225,1366465023.6427836
226,1366465023.4955537
227,1366465025.8814955
228,1366465042.259525
229,1366465044.9876375
230,1366465044.9224539
231,1366465071.9185793
232,1366465100.1165996
233,1366465100.673082
234,1366465141.1394415
235,1366465144.1889
236,1366465144.1040509
237,1366465167.2155192
238,1366465182.2848387
239,1366465212.3316014
240,1366465221.1246336
241,1366465221.7611885
242,1366465243.2002537
243,1366465243.8972156
244,1366465248.1034207
245,1366465249.145019
246,1366465324.3715658
247,1366465332.4319553
248,1366465340.1347246
249,1366465395.45091
250,1366465395.2451003
251,1366465395.9799592
252,1366465395.334919
253,1366465395.4212966
254,1366465395.527532
255,1366465395.1251335
256,1366465395.3786736
257,1366465395.4059415
258,1366465396.8351946
259,1366465396.3950222
260,1366465396.7525313
261,1366465396.238815
262,1366465396.5812004
263,1366465396.0690222
264,1366465396.243666
265,1366465396.5726511
266,1366465396.5167017
267,1366465396.939418
268,1366465396.6651397
269,1366465396.3028133
270,1366465396.7942102
271,1366465397.6086664
272,1366465397.2500052
273,1366465397.1336672
274,1366465397.8522735
275,1366465397.2418814
276,1366465397.3866746
277,1366465397.2570853
278,1366465397.9043238
279,1366465397.6608253
280,1366465397.1952322
